NAME,LNG,LAT
Lavender Creek Trail,-79.487628,43.67276002
Lavender Creek Trail,-79.4721229,43.67548486
Gaffney Park Trail,-79.48641995,43.67178771
Gaffney Park Trail,-79.48482703,43.67215013
Gaffney Park Trail,-79.48436332,43.6723497
Gaffney Park Trail,-79.48329885,43.67269208
Gaffney Park Trail,-79.48154617,43.67311036
Black Creek Trail,-79.49500464,43.67430018
Black Creek Trail,-79.48855605,43.67496837
Eglinton Flats Trail,-79.49154945,43.68392364
Eglinton Ave West Trail,-79.49877803,43.6843357
Mimico Creek Trail,-79.51752132,43.64599768
Mimico Creek Trail,-79.52624672,43.65152733
Mimico Creek Trail,-79.5411355,43.65428513
Mimico CreekTrail,-79.54306208,43.65165524
Mimico Creek Trail,-79.55572388,43.65811739
Mimico Creek Trail,-79.56302944,43.66301883
Mimico Creek Trail,-79.56831176,43.6650572
Eglinton Ave West Trail,-79.57132953,43.67166975
Eglinton Ave West Trail,-79.58754685,43.66592215
Elmcrest CreekTrail,-79.58472963,43.6488039
Elmcrest Creek Trail,-79.57016453,43.63441934
Elmcrest Creek Trail,-79.5699026,43.6338184
Colony Park Trail,-79.59910572,43.74683771
Colony Park Trail,-79.59649105,43.74657851
Smithfield Park Trail,-79.59386585,43.74687633
Kipling Ave Bicycle Trail,-79.58559178,43.75095314
Easrt Humber River Trail,-79.58424417,43.75116317
Kipling Ave Bicycle Trail,-79.58285393,43.74447626
Kipling Ave Bicycle Trail,-79.58211604,43.7432636
Kipling Ave Bicycle Trail,-79.58689041,43.75367345
East Humber River Trail,-79.58352987,43.7603724
East Humber River Trail,-79.58227935,43.75772137
East Humber River Trail,-79.56848424,43.74471604
East Humber River Trail,-79.55690522,43.74524637
Humber River Trail,-79.54110592,43.71514667
Black Creek Trail,-79.50262861,43.73010835
Black Creek Trail,-79.4985411,43.73231279
Black Creek Trail,-79.49806179,43.73120473
Black Creek Trail,-79.50950156,43.72388756
Black Creek Trail,-79.49511751,43.7334
Black Creek Trail,-79.50436626,43.74921047
Black Creek Trail,-79.50528792,43.75987349
Black Creek Trail,-79.50335228,43.76030884
Black Creek Trail,-79.51094487,43.76259286
Black Creek Trail,-79.51579245,43.77043597
Finch Trail,-79.51662641,43.76041336
Finch Trail,-79.51856499,43.75995074
Finch Trail,-79.52884112,43.75878448
Finch Trail,-79.50128268,43.76468968
Finch Trail,-79.4897024,43.76704131
G Ross Lord Path Trail,-79.46714718,43.78786449
Festival Park Trail,-79.46013557,43.78930686
Festival Park Trail,-79.45920115,43.78836228
Festival Park Trail,-79.45863174,43.78769599
G Ross Lord Park Trail,-79.45049856,43.78185591
Finch Trail,-79.45411762,43.77747307
Finch Trail,-79.45406973,43.77445546
FInch Trail,-79.43977337,43.7771055
Finch Trail,-79.44207255,43.77851407
Finch Trail,-79.41789322,43.78119785
Finch Trail,-79.40787176,43.78344055
Glendora Park Trail,-79.4040683,43.7630379
Glendora Park Trail,-79.39863653,43.76162418
West Don River Trail,-79.43899218,43.76234432
Burnett Park Trail,-79.43109942,43.760063
Earl Bales Park Trail,-79.43465701,43.75099333
Earl Bales Park Trail,-79.42533499,43.74989503
York Mills Valley Park Trail,-79.40574395,43.74346679
York Mills Valley Park Trail,-79.40274214,43.73990575
Blythwood Ravine Park Trail,-79.39812059,43.72001227
Blythwood Ravine Park Trail,-79.3944325,43.71955088
Wilket Creek Trail,-79.38295591,43.74864622
Wilket  Creek Trail,-79.37977077,43.74502448
Wilket Creek Trail,-79.382752,43.74083652
Wilket Creek Trail,-79.37166291,43.74228626
York Mills Circle Trail,-79.37511646,43.7528069
East Don River Trail,-79.38936292,43.77244178
Betty Sutherland Trail,-79.35951308,43.76822258
Betty Sutherland Trail,-79.35654329,43.76863744
Betty Sutherland Trail,-79.36294406,43.77177001
East Don River Trail,-79.36993263,43.77431938
East Don River Trail,-79.36638493,43.77617066
East Don River Trail,-79.36977072,43.78250133
East Don River Trail,-79.37488183,43.78881457
West Humber River Trail,-79.61970321,43.7296702
West Humber River Trail,-79.60316231,43.72471396
West Humber River Trail,-79.5919777,43.72846989
West Humber River Trail,-79.58911014,43.72515673
West Humber River Trail,-79.56907194,43.73127109
West Humber River Trail,-79.55422701,43.72756364
Humber River Trail,-79.55180254,43.72688007
Humber River Trail,-79.54428906,43.7352882
Humber River Trail,-79.53558623,43.72635253
Humber River Trail,-79.55128509,43.71672492
Humber River Trail,-79.55143372,43.71753845
Humber River Trail,-79.53901741,43.71781271
Humber River Trail,-79.5201472,43.69919688
Humber River Trail,-79.51988683,43.69928289
Humber River Trail,-79.5114575,43.68396209
Humber River Trail,-79.5110418,43.68382326
Eglinton West Trail,-79.5265164,43.68212361
Eglinton West Trail,-79.53907957,43.6796693
Eglinton West Trail,-79.55105188,43.67702882
Eglinton West Trail,-79.54485155,43.67841842
Eglinton West Trail,-79.563195,43.67428134
Humber River Trail,-79.50293942,43.66245006
Humber River Trail,-79.49793564,43.6580851
Humber River Trail,-79.49455799,43.64522585
Humber River Trail,-79.49281775,43.64331281
Humber River Trail,-79.48628785,43.63517076
Humber River Trail,-79.47378381,43.63283206
Martin Goodman Trail,-79.46777926,43.63460455
Martin Goodman Trail,-79.44621942,43.63871533
Martin Goodman Trail,-79.43822695,43.63392262
Martin Goodman Trail,-79.43436463,43.63278515
Martin GoodmanTrail,-79.42262655,43.63274911
Martin Goodman Trail,-79.42191656,43.63136708
Martin Goodman Trail,-79.40844484,43.63434059
Martin Goodman Trail,-79.4006056,43.63446412
Lower Don River Trail,-79.35454627,43.65782577
Riverdale Park East Trail,-79.35343288,43.66754773
Lower Don River Trail,-79.35702343,43.69483338
Gatineau Trail,-79.30425059,43.72855594
Gatineau Trail,-79.28729923,43.73686068
Gatineau Trail,-79.27529312,43.74155929
Gatineau Trail,-79.26772424,43.74222261
Gatineau Trail,-79.26622803,43.7420658
Duncan Creek Trail,-79.36246465,43.80734887
Duncan Creek Trail,-79.36057496,43.80553832
Duncan Creek Trail,-79.35863679,43.80406555
Duncan Creek Trail,-79.35701085,43.80248718
Duncan Creek Trail,-79.35387031,43.80031851
Duncan Creek Trail,-79.35539231,43.80058284
Linus Park Trail,-79.35772176,43.78766091
Bond Park Trail,-79.35001319,43.74546311
Duncairn Park Trail,-79.34888263,43.74433008
Duncairn Park Trail,-79.34714302,43.74310847
Duncairn Park Trail,-79.35137816,43.74182998
Duncairn Park Trail,-79.34716758,43.73816804
Talwood Park Trail,-79.35448809,43.73974503
Rippleton Park Trail,-79.35740592,43.7407263
Duncairn Park Trail,-79.35237597,43.7390457
Wilket CreekTrail,-79.36262384,43.73206894
Wilket Creek Trail,-79.35274611,43.72870903
Moccasin Trail,-79.33519261,43.73126209
East Don River Trail,-79.33054867,43.73607673
Chipping Greenbelt Trail,-79.34148017,43.74520311
Chipping Grenbelt Trail,-79.33879136,43.74524345
Brookbanks Park Trail,-79.33038419,43.75248239
Brookbanks Park Trail,-79.32879217,43.75287053
Brookbanks ParkTrail,-79.33396796,43.75660643
Brookbanks Park Trail,-79.3336314,43.75782179
Brookbanks Park Trail,-79.32871881,43.75825479
Brookbanks Park Trail,-79.32154294,43.75903959
Brookbanks Park Trail,-79.32216592,43.75774196
Brookbanks Park Trail,-79.31793608,43.75411851
Waterfront Trail,-79.11804453,43.7941258
Highland Creek Trail,-79.20021676,43.76528071
Highland Creek Trail,-79.20024741,43.7618846
Highland Creek Trail,-79.20248361,43.75593878
Grey Abbey Park Trail,-79.17596229,43.75733565
Gulidwood Park Trail,-79.19420122,43.74863263
Elizabeth Simcoe Park Trail,-79.20291274,43.73915042
Waterfront Trail,-79.21152658,43.73427037
McCowan District Park Trail,-79.22754519,43.74126679
McCowan District Park Trail,-79.22901565,43.74042082
McCowan District Park Trail,-79.23641381,43.73430754
McCowan District Park Trail,-79.23651901,43.73381692
McCowan District Park Trail,-79.24404261,43.72709363
Bluffer's Park Trail,-79.23895911,43.71488763
Bluffer's Park Trail,-79.24089853,43.70632011
Natal Park Trail,-79.25535243,43.71506126
Harrison Properties Trail,-79.25798878,43.69512294
Harrison Properties Trail,-79.25906377,43.69383549
Taylor Creek Trail,-79.2712579,43.7144053
Taylor Creek Trail,-79.27370255,43.71513771
Taylor Creek Trail,-79.27376691,43.71366122
Taylor Creek Trail,-79.2817482,43.71187761
Taylor Creek Trail,-79.28566584,43.69761708
Gatineau Trail,-79.26497163,43.7332085
West Highland Creek Trail,-79.24201173,43.74710013
West Highland Creek Trail,-79.24477524,43.74591119
West Highland Creek Trail,-79.25127763,43.74366167
West Highland Creek Trail,-79.255771,43.75511361
West Highland Creek Trail,-79.24028691,43.75396005
West Highland Creek Trail,-79.23952487,43.7534622
West Highland Creek Trail,-79.22557932,43.75531823
West Highland Creek Trail,-79.24575782,43.75761286
West Highland Creek Trail,-79.25725678,43.75925961
West Highland Creek Trail,-79.25427538,43.75985795
West Highland Creek Trail,-79.25782179,43.76073863
West Highland Creek Trail,-79.26204592,43.76320813
West Highland Creek Trail,-79.26394702,43.76421655
Highland Creek Trail,-79.16510993,43.77690516
Meadowvale Road Trail,-79.17764031,43.82293075
Meadowvale Road Trail,-79.1762031,43.81819929
Meadowvale Road Trail,-79.17101226,43.80833215
Gatineau Trail,-79.18010399,43.80635287
Gatineau Trail,-79.18839893,43.80022564
Rouge Valley Park Trail,-79.2036771,43.814374
Littles Park Trail,-79.20783363,43.81774076
Scarborough Railpath Trail,-79.22110691,43.8198699
Wickson Trail Park Trail,-79.21426812,43.80297028
Wickson Trail Park Trail,-79.21695269,43.80723936
Berner Trail Park Trail,-79.22421374,43.80167786
Berner Trail Park Trail,-79.22295541,43.80019136
East Highland Creek Trail,-79.22916229,43.79583724
Berner Trail Park Trail,-79.22257193,43.80488671
Finch Trail,-79.26222038,43.82008692
East Highland Creek Trail,-79.264191,43.80240086
East Highland Creek Trail,-79.27271711,43.80677586
East Highland Creek Trail,-79.27791452,43.81196853
Finch Trail,-79.28189774,43.81554428
Finch Trail,-79.26746898,43.81882804
Finch Trail,-79.29427831,43.81244831
East Highland Creek Trail,-79.28442836,43.8192845
East Highland Creek Trail,-79.29068799,43.82498217
East Highland Creek Trail,-79.28195828,43.82612081
East Highland Creek Trail,-79.27784191,43.82454661
East Highland Creek Trail,-79.28064409,43.82140669
East Highland Creek Trail,-79.27733356,43.82334078
Millliken Park Trail,-79.27568417,43.82691359
Milliken Park Trail,-79.27352879,43.82670166
Finch Trail,-79.30132381,43.81043231
Finch Trail,-79.30628211,43.81017908
West Highland Creek Trail,-79.31110785,43.8086521
West Highland Creek Trail,-79.30398141,43.80171972
West Highland Creek Trail,-79.31422613,43.80188028
Wesr Highland Creek Trail,-79.31124568,43.79963219
West Highland Creek Trail,-79.30931744,43.79828131
West Highland Creek Trail,-79.3081529,43.79846347
West Highland Creek Trail,-79.31353121,43.8138267
Sandwood Park Trail,-79.31108786,43.82039421
Sandwood Park Trail,-79.3091533,43.81736922
Terry Fox Park Trail,-79.3204718,43.81657312
Terry Fox Park Trail,-79.32151588,43.81469962
Fundy Bay Park Trail,-79.31967337,43.8102953
West Highland Creek Trail,-79.31067005,43.79040044
West Highland Creek Trail,-79.30667429,43.78949738
West Highland Creek Trail,-79.30792042,43.79094042
West Highland Creek Trail,-79.28991399,43.78686536
East Highland Creek Trail,-79.27279533,43.79670129
East Highland Creek Trail,-79.27773729,43.79813088
East Highland Creek Trail,-79.28389736,43.7968953
East Highland Creek Trail,-79.28739405,43.7999072
L'Amoreaux Trail,-79.32868868,43.80989829
L'Amoreaux Trail,-79.32723183,43.81031935
L'Amoreaux Trail,-79.32895091,43.81077728
L'Amoreaux Trail,-79.32690871,43.8134376
L'Amoreaux Trail,-79.33071958,43.81666561
High Park Trail,-79.45405547,43.63970342
Waterfront Trail,-79.28407813,43.67033714
Duncairn Park Trail,-79.351038,43.73979553
Harrison Park Trail,-79.37924566,43.76040724
Waterfront Trail,-79.13453708,43.77473641
Lower Don River Trail,-79.36118577,43.64804858
Lower Don River Trail,-79.35434437,43.65014671
Humber River Trail,-79.47644795,43.63274884
Humber River Trail,-79.47215924,43.63432223
Finch Trail,-79.44403394,43.77751557
Finch Trail,-79.52121511,43.75969689
Finch Trail,-79.49203953,43.76630939
East Humber River Trail,-79.55108916,43.73616274
Humber Creek Trail,-79.55143584,43.69367302
Humber Creek Trail,-79.55040311,43.69099208
Humber Creek Trail,-79.54571831,43.69487657
Humber Creek Trail,-79.53732915,43.6973572
Humber Creek Trail,-79.53448541,43.69551167
Pelmo Park Trail,-79.52020817,43.71465971
Pelmo Park Trail,-79.51390376,43.71219464
Queen's Greenbelt Trail,-79.48722233,43.71129542
Queen's Greenbelt Trail,-79.48139177,43.71337506
North Park Trail,-79.47882291,43.71206377
North Park Trail,-79.47371427,43.71241278
North Park Trail,-79.47128841,43.7150515
Black Creek Trail,-79.5180607,43.72643623
Black Creek Trail,-79.51514455,43.72790829
Finch Trail,-79.43283694,43.78053075
Newtonbrook Park Trail,-79.41290473,43.78800411
Finch Trail,-79.40037662,43.78650314
West Don River Trail,-79.43455232,43.75938989
Earl Bales Park Trail,-79.43654478,43.7482624
York Mills Valley Park Trail,-79.40336691,43.74089645
Blythwood Ravine Park Trail,-79.39699576,43.71993675
Wilket Creek Trail,-79.37721514,43.74561885
Wilket Creek Trail,-79.36901298,43.74218279
East Don River Trail,-79.38188981,43.77388745
Betty Sutherland Trail,-79.35037823,43.76147454
East Don River Trail,-79.35709517,43.77519748
East Don River Trail,-79.36219218,43.78460513
Humber River Trail,-79.52638642,43.70349623
Humber River Trail,-79.51578731,43.698765
Eglinton West Trail,-79.53290231,43.68092205
Eglinton West Trail,-79.55765382,43.67547579
Humber River Trail,-79.50780566,43.67915427
Humber River Trail,-79.50397299,43.66244874
Humber River Trail,-79.49580878,43.64631179
Humber River Trail,-79.47567545,43.63337744
Martin Goodman Trail,-79.45896585,43.63755145
Martin GoodmanTrail,-79.42453572,43.63073896
Martin Goodman Trail,-79.41952246,43.63201329
Lower Don RiverTrail,-79.35635325,43.64941111
Lower Don River Trail,-79.36200307,43.68806419
Gatineau Trail,-79.29961296,43.7309204
Gatineau Trail,-79.28144859,43.73876753
Gatineau Trail,-79.25838059,43.75249662
Gatineau Trail,-79.24471283,43.76156118
Gatineau Trail,-79.22985847,43.77123619
Etobicoke Creek Trail,-79.54720735,43.59216253
Prince of Wales Park Trail,-79.49958031,43.59890419
Humber Bay Park East Trail,-79.47662803,43.62294662
High Park Trail,-79.45961856,43.63968386
High Park Trail,-79.46476847,43.6522673
Canoe Landing Park Trail,-79.3980047,43.63940409
Waterfront Trail,-79.37913692,43.64035991
Beltline Trail,-79.37456921,43.67756958
Martin Goodman Trail,-79.35248185,43.6453125
Lake Shore Blvd East Trail,-79.3449107,43.64858908
Lake Shore Blvd East Trail,-79.33876594,43.65469776
Martin Goodman Trail,-79.31492319,43.66205265
Martin Goodman Trail,-79.30610585,43.66413816
Taylor Creek Trail,-79.29731355,43.69652454
Queen's Park Trail,-79.39269744,43.66316187
Dufferin Grove Park Trail,-79.4328157,43.65745246
Beltline Trail,-79.38247863,43.68064341
David Balfour Park Trail,-79.38866183,43.68817471
Monarch Park Trail,-79.32566645,43.67593069
Oakvale Trail,-79.3334784,43.67925753
Sunnydene Park Trail,-79.37866496,43.71900438
Eglinton Park Trail,-79.40375022,43.70560269
Beltline Trail,-79.40313863,43.69726321
Beltline Trail,-79.40979583,43.69880667
Beltline Trail,-79.42636409,43.70474774
Viewmount Park Trail,-79.43615787,43.70637779
Sir W. Churchill Park Trail,-79.40667822,43.68248663
Beltline Trail,-79.43005098,43.69372259
Beltline Trail,-79.46334201,43.6974386
Beltline Trail,-79.44891827,43.70001392
Lavender Creek Trail,-79.48164995,43.67407631
Mimico Creek Trail,-79.56349784,43.65986265
Mimico CreekTrail,-79.569476,43.66751931
Elmcrest Creek Trail,-79.58021451,43.6432771
Elmcrest Creek Trail,-79.56809579,43.63610894
West Humber River Trail,-79.60441118,43.72832529
Kipling Ave Bicycle Trail,-79.58380727,43.74681421
Kipling Ave Bicycle Trail,-79.58919675,43.75852629
East Humber River Trail,-79.56603343,43.74689015
Humber River Trail,-79.53668494,43.70923239
Dixon Park Trail,-79.55532954,43.69718569
Humber Creek Trail,-79.54140054,43.69680779
Humber Creek Trail,-79.53153994,43.69344954
Queen's Greenbelt Trail,-79.48984141,43.71154394
North Park Trail,-79.47570182,43.7157793
North Park Trail,-79.47371315,43.72005416
Black Creek Trail,-79.51556672,43.72601095
Bond Park Trail,-79.35295669,43.74485192
Duncairn Park Trail,-79.3447976,43.74219648
Duncairn Park Trail,-79.34950882,43.73800862
Rippleton Park Trail,-79.36120356,43.73960388
Leaside CN Rail Spur Trail,-79.35425396,43.73495696
Leaside CN Rail Spur Trail,-79.35204633,43.73069964
Brooksbanks Park Trail,-79.3315653,43.74961478
Brooksbanks Park Trail,-79.32935019,43.76028627
Brookbanks Park Trail,-79.32461695,43.7600935
Brookbanks Park Trail,-79.31980384,43.75725248
Waterfront Trail,-79.1321132,43.7790603
Grey Abbey Park Trail,-79.17176899,43.75988114
Gulidwood Park Trail,-79.19755639,43.74346084
Waterfront Trail,-79.21059086,43.73787762
McCowan District Park Trail,-79.22792794,43.73998098
McCowan District Park Trail,-79.23999596,43.73196643
West Highland Creek Trail,-79.22905895,43.75602156
West Highland CreekTrail,-79.24319857,43.75614949
West Highland Creek Trail,-79.25561543,43.76172369
West Highland Creek Trail,-79.25984581,43.76029629
West Highland Creek Trail,-79.26498071,43.76927608
Meadowvale Road Trail,-79.17937787,43.82734711
Meadowvale Road Trail,-79.17268484,43.81053742
Scarborough Railpath Trail,-79.20631589,43.81363988
Scarborough Railpath Trail,-79.21487955,43.81885566
Berner Trail Park Trail,-79.22139515,43.80272018
East Highland Creek Trail,-79.23534866,43.80162906
East Highland Creek Trail,-79.26960492,43.8040001
Finch Trail,-79.2720769,43.81777738
Finch Trail,-79.29141526,43.81256268
East Highland Creek Trail,-79.28701231,43.82065422
East Highland Creek Trail,-79.28125504,43.82438425
West Highland Creek Trail,-79.31328157,43.79079066
West Highland Creek Trail,-79.30119231,43.78784599
East Highland Creek Trail,-79.26992358,43.79049252
East Highland Creek Trail,-79.28835272,43.80325655
L'Amoreaux Trail,-79.33181117,43.81233561
Humber  Bay Park West Trail,-79.48621035,43.61929794
Waterfront Trail,-79.28793863,43.66963512
Harrison Park Trail,-79.37969951,43.76181325
West Highland Creek Trail,-79.23390538,43.75302618
Humber Bay Park East Trail,-79.4813491,43.62279025
Finch Trail,-79.49425945,43.7662584
Burnett Park Trail,-79.43379602,43.75887832
East Don River Trail,-79.35755824,43.77280638
Humber River Trail,-79.54459695,43.73511932
Gatineau Trail,-79.29079352,43.7353209
Gatineau Trail,-79.22243329,43.77869002
BlackCreek Trail,-79.49652426,43.74859812
Finch Trail,-79.47224123,43.7713398
Finch Trail,-79.42396046,43.7819625
York Mills Valley Park Trail,-79.40504463,43.74053617
East Don River Trail,-79.38117236,43.77932789
West Humber River Trail,-79.59376631,43.72647926
Humber River Trail,-79.54557751,43.72136809
Humber River Trail,-79.5145932,43.67349707
Martin Goodman Trail,-79.42492901,43.63268676
Gatineau Trail,-79.27224979,43.74265509
Waterfront Trail,-79.12992684,43.78110721
Humber Bay Park East Trail,-79.48000071,43.62237383
Parliament Square Park Trail,-79.36219186,43.65030301
Martin Goodman Trail,-79.32295355,43.65238798
Taylor Creek Trail,-79.3102563,43.70036651
West Toronto Rail Path Trail,-79.45826655,43.66677618
Beltline Trail,-79.38070777,43.69476884
Sherwood Park Trail,-79.38978355,43.71872914
Beltline Trail,-79.41508079,43.68380784
Mimico CreekTrail,-79.52450994,43.64825316
Elmcrest Creek Trail,-79.57278006,43.63843827
Kipling Ave Bicycle Trail,-79.58991167,43.75960746
Humber Creek Trail,-79.53672077,43.69578763
Black Creek Trail,-79.50548351,43.7267249
Gatineau Trail,-79.27206088,43.74218329
Rosedale Valley Trail,-79.362761,43.6696868
Kipling Ave Bicycle Trail,-79.58817452,43.75634874
Duncan Creek Trail,-79.35926784,43.80405234
L'Amoreaux Trail,-79.32605623,43.80708213
East Don River Trail,-79.35961773,43.78147001
Linus Park Trail,-79.35863208,43.78932653
Wilket Creek Trail,-79.35542951,43.72820174
Brookbanks Park Trail,-79.32624758,43.75894934
Elizabeth Simcoe Park Trail,-79.20343354,43.74004489
Taylor Creek Trail,-79.27838376,43.7126592
West Highland Creek Trail,-79.24606551,43.75769108
Meadowvale Road Trail,-79.17153135,43.80932591
East Highland Creek Trail,-79.23118105,43.79836894
East Highland Creek Trail,-79.28205441,43.82360204
Etobicoke Creek Trail,-79.55293657,43.59998072
Beltline Trail,-79.36806177,43.68107084
Taylor Creek Trail,-79.30552656,43.70018174
Waterfront Trail,-79.50759006,43.59465675
Beltline Trail,-79.38635834,43.69742382
Beltline Trail,-79.43268154,43.70361952
Black Creek Trail,-79.4956141,43.67597987
West Humber River Trail,-79.62480253,43.73536093
Humber Creek Trail,-79.54284748,43.69402555
East Don River Trail,-79.384141,43.80349399
Duncairn Park Trail,-79.35106067,43.73944913
Waterfront Trail,-79.11878601,43.79439395
West Highland Creek Trail,-79.23062315,43.75185074
Littles Park Trail,-79.20440136,43.81627211
East Highland Creek Trail,-79.28854345,43.82383187
East Highland Creek Trail,-79.27978201,43.81935184
Fundy Bay Park Trail,-79.31624984,43.81049679
Taylor Creek Trail,-79.30971663,43.70011728
Black Creek Trail,-79.51463095,43.76344321
Newtonbrook Park Trail,-79.40961806,43.78681189
York Mills CircleTrail,-79.37487539,43.75055026
West Humber River Trail,-79.56960994,43.73319706
Humber River Trail,-79.50895362,43.6809014
Riverdale Park West Trail,-79.36091682,43.66605262
Colonel Sam Smith Park Trail,-79.51632478,43.59667519
Beltline Trail,-79.36883274,43.68035081
Taylor Creek Trail,-79.30192093,43.69848569
Taylor Creek Trail,-79.32583379,43.70265994
David A Balfour Park Trail,-79.38773285,43.68401266
Beltline Trail,-79.42401814,43.70463391
Gaffney Park Trail,-79.48254406,43.67285709
Elmcrest Creek Trail,-79.57869612,43.64188906
Dixon Park Trail,-79.55451146,43.69523029
Black Creek Trail,-79.5038521,43.73113719
East Don River Trail,-79.38443774,43.8013366
Rippleton Park Trail,-79.3631273,43.7377464
Brookbanks Park Trail,-79.31964556,43.75836337
West Highland Creek Trail,-79.25659674,43.75758313
Scarborough Railpath Trail,-79.18561005,43.80999575
East Highland Creek Trail,-79.28205638,43.82302925
Terry Fox Park Trail,-79.31742777,43.81558001
Beltline Trail,-79.41740614,43.689119
East Don River Trail,-79.36047156,43.78257127
East Don River Trail,-79.38115805,43.7952037
East Don River Trail,-79.37992452,43.79628425
East Don River Trail,-79.38029539,43.79967088
East Don River Trail,-79.37201412,43.80654215
Finch Trail,-79.46779144,43.77206524
G Ross Lord Path Trail,-79.4556449,43.78139342
Finch Trail,-79.46086581,43.77022167
West Highland Creek Trail,-79.31381803,43.79936217
West Highland Creek Trail,-79.3001652,43.78549317
L'Amoreaux Trail,-79.32800999,43.81534449
Mimico Creek Trail,-79.51997052,43.64956916
Black Creek Trail,-79.51132124,43.7536026
Finch Trail,-79.42214006,43.78210993
Wilket Creek Trail,-79.3806727,43.74582155
